Delegación,semana,mes,medicion
Tlalpan,43,10,65.1
Milpa Alta,43,10,15.8
Magdalena Contreras,43,10,67.3
Xochimilco,43,10,15.4
Gustavo A. Madero,43,10,57.1
Miguel Hidalgo,44,10,12.2
Tlalpan,44,10,22.1
Cuauhtémoc,44,10,26.4
Tlalnepantla,44,10,28
Ecatepec,44,10,35.6
Cuajimalpa,44,10,35.3
Miguel Hidalgo,44,10,25.9
Nezahualcóyotl,44,10,21.8
Texcoco,44,10,5.7
Tlalpan,44,10,19.1
Tlalpan,44,10,41.8
Milpa Alta,44,10,11.1
Magdalena Contreras,44,10,36.2
Xochimilco,44,10,2.9
Gustavo A. Madero,44,10,34.1
Miguel Hidalgo,15,4,9.9
Tlalpan,15,4,2
Tlalnepantla,15,4,0.6
Ecatepec,15,4,0.2
Cuajimalpa,15,4,9.2
Miguel Hidalgo,15,4,15.5
Texcoco,15,4,11.7
Tlalpan,15,4,5.8
Tlalpan,15,4,6.8
Magdalena Contreras,15,4,6.7
Xochimilco,15,4,1.7
Miguel Hidalgo,46,11,3.6
Tlalpan,46,11,3.5
Tlalnepantla,46,11,2.2
Cuajimalpa,46,11,3.8
Miguel Hidalgo,46,11,2.5
Tlalpan,46,11,1.8
Magdalena Contreras,46,11,1.6
Gustavo A. Madero,19,5,5.53
Tlalpan,19,5,14.12
Cuauhtémoc,19,5,4.91
Ecatepec,19,5,22.87
Nezahualcóyotl,19,5,5.22
Texcoco,19,5,3.68
Tlalpan,19,5,11.97
Tlalpan,19,5,1.69
Milpa Alta,19,5,1.54
Magdalena Contreras,19,5,19.34
Gustavo A. Madero,19,5,7.37
Miguel Hidalgo,20,5,0.69
Gustavo A. Madero,20,5,2.46
Tlalpan,20,5,25.48
Cuauhtémoc,20,5,6.45
Tlalnepantla,20,5,15.66
Ecatepec,20,5,1.54
Cuajimalpa,20,5,22.41
Miguel Hidalgo,20,5,28.25
Nezahualcóyotl,20,5,0.49
Texcoco,20,5,5.5
Tlalpan,20,5,37.76
Tlalpan,20,5,19.34
Milpa Alta,20,5,2.61
Magdalena Contreras,20,5,19.03
Xochimilco,20,5,1.69
Gustavo A. Madero,20,5,0.46
Miguel Hidalgo,21,5,5.68
Gustavo A. Madero,21,5,19.19
Tlalpan,21,5,76.45
Cuauhtémoc,21,5,30.39
Tlalnepantla,21,5,4.14
Ecatepec,21,5,15.66
Cuajimalpa,21,5,80.59
Miguel Hidalgo,21,5,6.75
Nezahualcóyotl,21,5,0.84
Texcoco,21,5,34.85
Tlalpan,21,5,88.42
Tlalpan,21,5,81.97
Milpa Alta,21,5,42.06
Magdalena Contreras,21,5,103.46
Xochimilco,21,5,18.73
Gustavo A. Madero,21,5,22.87
Miguel Hidalgo,22,5,56.03
Gustavo A. Madero,22,5,3.07
Tlalpan,22,5,10.13
Cuauhtémoc,22,5,2
Tlalnepantla,22,5,39.76
Ecatepec,22,5,2.3
Cuajimalpa,22,5,14.12
Miguel Hidalgo,22,5,42.52
Nezahualcóyotl,22,5,1.38
Texcoco,22,5,0.49
Tlalpan,22,5,27.94
Tlalpan,22,5,83.2
Milpa Alta,22,5,18.57
Magdalena Contreras,22,5,35.61
Xochimilco,22,5,10.44
Gustavo A. Madero,22,5,5.53
Miguel Hidalgo,23,6,71.23
Gustavo A. Madero,23,6,52.5
Tlalpan,23,6,34.69
Cuauhtémoc,23,6,41.29
Tlalnepantla,23,6,46.97
Ecatepec,23,6,42.06
Cuajimalpa,23,6,15.04
Miguel Hidalgo,23,6,77.37
Nezahualcóyotl,23,6,25.17
Texcoco,23,6,20.88
Tlalpan,23,6,42.52
Tlalpan,23,6,35.92
Milpa Alta,23,6,25.79
Magdalena Contreras,23,6,26.71
Xochimilco,23,6,57.87
Gustavo A. Madero,23,6,29.47
Gustavo A. Madero,24,6,35.92
Cuauhtémoc,24,6,23.33
Ecatepec,24,6,12.59
Miguel Hidalgo,24,6,0.3
Nezahualcóyotl,24,6,8.6
Texcoco,24,6,15.35
Tlalpan,24,6,15.35
Milpa Alta,24,6,3.53
Magdalena Contreras,24,6,3.68
Xochimilco,24,6,3.2
Gustavo A. Madero,24,6,40.68
Miguel Hidalgo,25,6,66.31
Gustavo A. Madero,25,6,0.49
Cuauhtémoc,25,6,20.3
Tlalnepantla,25,6,27.32
Ecatepec,25,6,0.87
Cuajimalpa,25,6,42.98
Miguel Hidalgo,25,6,109.3
Nezahualcóyotl,25,6,1.11
Texcoco,25,6,1
Tlalpan,25,6,50.66
Tlalpan,25,6,21.18
Milpa Alta,25,6,8.9
Magdalena Contreras,25,6,48.51
Xochimilco,25,6,7.21
Gustavo A. Madero,25,6,3.68
Miguel Hidalgo,26,6,45.44
Gustavo A. Madero,26,6,142.45
Tlalpan,26,6,51.27
Cuauhtémoc,26,6,58.03
Tlalnepantla,26,6,58.64
Ecatepec,26,6,52.19
Cuajimalpa,26,6,64.78
Miguel Hidalgo,26,6,42.67
Nezahualcóyotl,26,6,70
Texcoco,26,6,22.72
Tlalpan,26,6,50.96
Tlalpan,26,6,35.92
Milpa Alta,26,6,32.54
Magdalena Contreras,26,6,56.8
Xochimilco,26,6,28.86
Gustavo A. Madero,26,6,76.14
Miguel Hidalgo,27,7,77.52
Gustavo A. Madero,27,7,77.98
Tlalpan,27,7,74.3
Cuauhtémoc,27,7,73.38
Tlalnepantla,27,7,52.5
Ecatepec,27,7,95.79
Cuajimalpa,27,7,91.64
Miguel Hidalgo,27,7,50.35
Nezahualcóyotl,27,7,81.97
Texcoco,27,7,57.1
Tlalpan,27,7,120.04
Tlalpan,27,7,139.08
Milpa Alta,27,7,39.45
Magdalena Contreras,27,7,143.99
Xochimilco,27,7,29.47
Gustavo A. Madero,27,7,51.58
Miguel Hidalgo,28,7,28.55
Gustavo A. Madero,28,7,93.33
Tlalpan,28,7,21.49
Cuauhtémoc,28,7,12.89
Tlalnepantla,28,7,42.37
Ecatepec,28,7,24.87
Cuajimalpa,28,7,4.61
Miguel Hidalgo,28,7,13.05
Nezahualcóyotl,28,7,54.03
Texcoco,28,7,60.17
Tlalpan,28,7,23.64
Tlalpan,28,7,22.1
Milpa Alta,28,7,43.9
Magdalena Contreras,28,7,6.14
Xochimilco,28,7,12.59
Gustavo A. Madero,28,7,84.12
Miguel Hidalgo,29,7,58.95
Gustavo A. Madero,29,7,9.52
Tlalpan,29,7,66.93
Cuauhtémoc,29,7,16.89
Tlalnepantla,29,7,34.69
Ecatepec,29,7,26.1
Cuajimalpa,29,7,99.32
Miguel Hidalgo,29,7,31.32
Nezahualcóyotl,29,7,17.19
Texcoco,29,7,26.4
Tlalpan,29,7,53.73
Tlalpan,29,7,65.24
Milpa Alta,29,7,40.99
Magdalena Contreras,29,7,44.82
Xochimilco,29,7,34.08
Gustavo A. Madero,29,7,8.6
Miguel Hidalgo,30,7,25.48
Gustavo A. Madero,30,7,14.74
Tlalpan,30,7,36.38
Cuauhtémoc,30,7,4.91
Tlalnepantla,30,7,8.6
Ecatepec,30,7,37.46
Cuajimalpa,30,7,81.67
Miguel Hidalgo,30,7,10.75
Nezahualcóyotl,30,7,23.03
Texcoco,30,7,3.84
Tlalpan,30,7,10.13
Tlalpan,30,7,7.21
Milpa Alta,30,7,26.4
Magdalena Contreras,30,7,7.06
Gustavo A. Madero,30,7,11.97
Miguel Hidalgo,31,7,28.25
Gustavo A. Madero,31,7,4.76
Tlalpan,31,7,29.47
Cuauhtémoc,31,7,4.3
Tlalnepantla,31,7,13.51
Ecatepec,31,7,1.54
Cuajimalpa,31,7,73.99
Miguel Hidalgo,31,7,14.12
Nezahualcóyotl,31,7,5.37
Texcoco,31,7,6.6
Tlalpan,31,7,24.25
Tlalpan,31,7,42.52
Milpa Alta,31,7,13.66
Magdalena Contreras,31,7,53.73
Xochimilco,31,7,3.68
Gustavo A. Madero,31,7,6.91
Miguel Hidalgo,32,8,64.78
Gustavo A. Madero,32,8,12.28
Tlalpan,32,8,29.47
Cuauhtémoc,32,8,24.56
Tlalnepantla,32,8,16.27
Ecatepec,32,8,10.13
Cuajimalpa,32,8,34.39
Miguel Hidalgo,32,8,31.01
Nezahualcóyotl,32,8,12.89
Texcoco,32,8,23.33
Tlalpan,32,8,47.13
Tlalpan,32,8,57.1
Milpa Alta,32,8,42.52
Magdalena Contreras,32,8,66.16
Xochimilco,32,8,5.83
Gustavo A. Madero,32,8,14.74
Miguel Hidalgo,33,8,69.38
Gustavo A. Madero,33,8,54.65
Tlalpan,33,8,56.8
Cuauhtémoc,33,8,80.74
Tlalnepantla,33,8,25.48
Ecatepec,33,8,11.97
Cuajimalpa,33,8,147.06
Miguel Hidalgo,33,8,45.74
Nezahualcóyotl,33,8,31.01
Texcoco,33,8,14.43
Tlalpan,33,8,47.28
Tlalpan,33,8,57.41
Milpa Alta,33,8,21.8
Magdalena Contreras,33,8,64.78
Xochimilco,33,8,30.7
Gustavo A. Madero,33,8,86.58
Miguel Hidalgo,34,8,114.21
Gustavo A. Madero,34,8,16.27
Tlalpan,34,8,70.46
Cuauhtémoc,34,8,64.63
Tlalnepantla,34,8,126.8
Ecatepec,34,8,16.89
Cuajimalpa,34,8,103.77
Miguel Hidalgo,34,8,105.31
Nezahualcóyotl,34,8,63.09
Texcoco,34,8,17.96
Tlalpan,34,8,69.38
Tlalpan,34,8,33.3
Milpa Alta,34,8,30.39
Magdalena Contreras,34,8,73.38
Xochimilco,34,8,34.08
Gustavo A. Madero,34,8,13.97
Miguel Hidalgo,35,8,82.28
Gustavo A. Madero,35,8,105.31
Tlalpan,35,8,116.36
Cuauhtémoc,35,8,83.2
Tlalnepantla,35,8,42.06
Ecatepec,35,8,111.14
Cuajimalpa,35,8,198.64
Miguel Hidalgo,35,8,58.64
Nezahualcóyotl,35,8,100.39
Texcoco,35,8,56.8
Tlalpan,35,8,226.42
Tlalpan,35,8,116.1
Milpa Alta,35,8,65.7
Magdalena Contreras,35,8,181.75
Xochimilco,35,8,73.38
Gustavo A. Madero,35,8,84.74
Miguel Hidalgo,36,9,8.6
Gustavo A. Madero,36,9,15.35
Tlalpan,36,9,60.79
Cuauhtémoc,36,9,22.72
Tlalnepantla,36,9,6.75
Ecatepec,36,9,60.79
Cuajimalpa,36,9,24.56
Nezahualcóyotl,36,9,68.16
Texcoco,36,9,24.87
Tlalpan,36,9,20.57
Tlalpan,36,9,119.1
Milpa Alta,36,9,31.01
Magdalena Contreras,36,9,26.4
Xochimilco,36,9,8.9
Gustavo A. Madero,36,9,13.82
Miguel Hidalgo,37,9,50.96
Gustavo A. Madero,37,9,11.97
Tlalpan,37,9,38.68
Cuauhtémoc,37,9,25.48
Tlalnepantla,37,9,52.81
Ecatepec,37,9,11.51
Cuajimalpa,37,9,41.5
Miguel Hidalgo,37,9,57.1
Nezahualcóyotl,37,9,10.28
Texcoco,37,9,2.15
Tlalpan,37,9,54.03
Tlalpan,37,9,14.43
Milpa Alta,37,9,1.84
Magdalena Contreras,37,9,40.53
Xochimilco,37,9,11.36
Gustavo A. Madero,37,9,23.64
Miguel Hidalgo,38,9,10.13
Gustavo A. Madero,38,9,8.29
Tlalpan,38,9,27.32
Cuauhtémoc,38,9,21.6
Tlalnepantla,38,9,38.07
Ecatepec,38,9,9.06
Cuajimalpa,38,9,21.2
Miguel Hidalgo,38,9,34.08
Nezahualcóyotl,38,9,17.5
Texcoco,38,9,26.5
Tlalpan,38,9,72.45
Tlalpan,38,9,16.27
Milpa Alta,38,9,3.84
Magdalena Contreras,38,9,58.95
Xochimilco,38,9,10.8
Gustavo A. Madero,38,9,25.79
Miguel Hidalgo,39,9,53.73
Gustavo A. Madero,39,9,23.33
Tlalpan,39,9,47.59
Cuauhtémoc,39,9,41.1
Tlalnepantla,39,9,14.12
Ecatepec,39,9,15.66
Cuajimalpa,39,9,109
Miguel Hidalgo,39,9,13.97
Nezahualcóyotl,39,9,43.75
Texcoco,39,9,21.5
Tlalpan,39,9,78.9
Tlalpan,39,9,85.66
Milpa Alta,39,9,31.2
Magdalena Contreras,39,9,68.16
Xochimilco,39,9,46.6
Gustavo A. Madero,39,9,36.84
Miguel Hidalgo,40,10,3.99
Gustavo A. Madero,40,10,0.49
Tlalpan,40,10,7.4
Cuauhtémoc,40,10,0.5
Tlalnepantla,40,10,0.32
Ecatepec,40,10,4.14
Cuajimalpa,40,10,12.2
Miguel Hidalgo,40,10,1.3
Nezahualcóyotl,40,10,0.58
Texcoco,40,10,0.54
Tlalpan,40,10,11.36
Tlalpan,40,10,4.14
Milpa Alta,40,10,4.91
Magdalena Contreras,40,10,27.94
Xochimilco,40,10,7.9
Gustavo A. Madero,40,10,0.54
Miguel Hidalgo,41,10,15.96
Gustavo A. Madero,41,10,4.61
Tlalpan,41,10,27.9
Cuauhtémoc,41,10,7.6
Tlalnepantla,41,10,1.03
Ecatepec,41,10,0.38
Cuajimalpa,41,10,13.1
Miguel Hidalgo,41,10,10.13
Nezahualcóyotl,41,10,3.22
Texcoco,41,10,4.91
Tlalpan,41,10,21.8
Tlalpan,41,10,83.51
Milpa Alta,41,10,5.68
Magdalena Contreras,41,10,16.27
Xochimilco,41,10,12.8
Gustavo A. Madero,41,10,8.75
Gustavo A. Madero,42,10,0.2
Tlalpan,42,10,3.8
Cuauhtémoc,42,10,5.68
Cuajimalpa,42,10,0.6
Texcoco,42,10,8.75
Tlalpan,42,10,10.28
Tlalpan,42,10,8.9
Milpa Alta,42,10,3.99
Magdalena Contreras,42,10,10.75
Gustavo A. Madero,42,10,0.3
Miguel Hidalgo,43,10,7.06
Gustavo A. Madero,43,10,0.1
Tlalpan,43,10,13.5
Tlalnepantla,43,10,0.49
Cuajimalpa,43,10,9.52
Miguel Hidalgo,43,10,4.91
Tlalpan,43,10,14.43
Tlalpan,43,10,0.49
Magdalena Contreras,43,10,21.8
Gustavo A. Madero,44,10,1.07
Cuauhtémoc,44,10,7.21
Ecatepec,44,10,1.38
Nezahualcóyotl,44,10,15.04
Texcoco,44,10,1.69
Magdalena Contreras,44,10,5.7
Xochimilco,44,10,4.4
Gustavo A. Madero,44,10,0.92
Ecatepec,45,11,0.2
Tlalpan,18,5,11.37
Tlalnepantla,18,5,7.78
Cuajimalpa,18,5,9.38
Tlalpan,18,5,1.81
Tlalpan,18,5,6.19
Milpa Alta,18,5,0.37
Magdalena Contreras,18,5,4.99
Gustavo A. Madero,19,5,1.5
Tlalpan,19,5,16.43
Cuauhtémoc,19,5,2.92
Tlalnepantla,19,5,2.76
Ecatepec,19,5,0.81
Cuajimalpa,19,5,37.92
Miguel Hidalgo,19,5,12.67
Texcoco,19,5,9.08
Tlalpan,19,5,17.35
Tlalpan,19,5,17.96
Milpa Alta,19,5,0.64
Magdalena Contreras,19,5,17.26
Xochimilco,19,5,5.53
Gustavo A. Madero,19,5,3.53
Gustavo A. Madero,20,5,0.55
Tlalpan,20,5,0.71
Cuauhtémoc,20,5,0.31
Tlalnepantla,20,5,3.69
Cuajimalpa,20,5,11.77
Miguel Hidalgo,20,5,5.89
Texcoco,20,5,0.61
Tlalpan,20,5,0.74
Milpa Alta,20,5,0.31
Gustavo A. Madero,20,5,0.38
Tlalpan,21,5,3.38
Cuauhtémoc,21,5,3.49
Tlalnepantla,21,5,12.27
Cuajimalpa,21,5,10.44
Miguel Hidalgo,21,5,0.84
Tlalpan,21,5,2
Tlalpan,21,5,3.22
Milpa Alta,21,5,0.63
Magdalena Contreras,21,5,1.12
Gustavo A. Madero,22,5,7.08
Ecatepec,22,5,2.46
Cuajimalpa,22,5,1.01
Gustavo A. Madero,22,5,5.79
Tlalpan,23,6,5.89
Texcoco,23,6,0.63
Tlalpan,23,6,1.9
Tlalpan,23,6,4.3
Milpa Alta,23,6,1
Magdalena Contreras,23,6,3.84
Xochimilco,23,6,4.49
Miguel Hidalgo,24,6,9.21
Tlalpan,24,6,18.16
Cuauhtémoc,24,6,0.64
Tlalnepantla,24,6,9.21
Cuajimalpa,24,6,24.94
Miguel Hidalgo,24,6,13.67
Tlalpan,24,6,6.29
Tlalpan,24,6,26.64
Milpa Alta,24,6,14.57
Magdalena Contreras,24,6,7.21
Xochimilco,24,6,3.53
Miguel Hidalgo,25,6,66.62
Gustavo A. Madero,25,6,58.77
Tlalpan,25,6,70.24
Cuauhtémoc,25,6,36.84
Tlalnepantla,25,6,77.63
Ecatepec,25,6,89.6
Cuajimalpa,25,6,114.45
Miguel Hidalgo,25,6,59.87
Texcoco,25,6,29.63
Tlalpan,25,6,85.91
Tlalpan,25,6,94.19
Milpa Alta,25,6,69.15
Magdalena Contreras,25,6,90
Xochimilco,25,6,55.88
Gustavo A. Madero,25,6,48.79
Miguel Hidalgo,26,6,167.23
Gustavo A. Madero,26,6,108.16
Tlalpan,26,6,158.15
Cuauhtémoc,26,6,116.94
Tlalnepantla,26,6,106.56
Ecatepec,26,6,98.48
Cuajimalpa,26,6,167.83
Miguel Hidalgo,26,6,177.61
Texcoco,26,6,110.65
Tlalpan,26,6,123.43
Tlalpan,26,6,141.89
Milpa Alta,26,6,72.04
Magdalena Contreras,26,6,146.28
Xochimilco,26,6,108.96
Gustavo A. Madero,26,6,118.34
Gustavo A. Madero,27,7,84.01
Tlalpan,27,7,32.23
Cuauhtémoc,27,7,84.91
Tlalnepantla,27,7,76.43
Ecatepec,27,7,31.83
Cuajimalpa,27,7,79.82
Miguel Hidalgo,27,7,153.36
Texcoco,27,7,21.45
Tlalpan,27,7,71.64
Tlalpan,27,7,67.25
Milpa Alta,27,7,48.09
Magdalena Contreras,27,7,103.57
Xochimilco,27,7,50.69
Gustavo A. Madero,27,7,98.38
Miguel Hidalgo,28,7,27.17
Gustavo A. Madero,28,7,61.46
Tlalpan,28,7,53.08
Cuauhtémoc,28,7,28.04
Tlalnepantla,28,7,13.67
Ecatepec,28,7,9.52
Cuajimalpa,28,7,47.2
Miguel Hidalgo,28,7,47.99
Texcoco,28,7,28.94
Tlalpan,28,7,71.04
Tlalpan,28,7,51.59
Milpa Alta,28,7,46.3
Magdalena Contreras,28,7,49.12
Xochimilco,28,7,39.51
Gustavo A. Madero,28,7,70.44
Miguel Hidalgo,29,7,60.37
Gustavo A. Madero,29,7,14.27
Tlalpan,29,7,31.43
Cuauhtémoc,29,7,31.01
Tlalnepantla,29,7,62.36
Ecatepec,29,7,20.85
Cuajimalpa,29,7,35.46
Miguel Hidalgo,29,7,47.79
Texcoco,29,7,7.38
Tlalpan,29,7,31.47
Tlalpan,29,7,37.62
Milpa Alta,29,7,51.59
Magdalena Contreras,29,7,9.21
Xochimilco,29,7,90.72
Gustavo A. Madero,29,7,23.55
Miguel Hidalgo,30,7,9.98
Gustavo A. Madero,30,7,48.66
Tlalpan,30,7,35.52
Cuauhtémoc,30,7,37.72
Tlalnepantla,30,7,20.55
Ecatepec,30,7,23.05
Cuajimalpa,30,7,105.87
Miguel Hidalgo,30,7,39.21
Nezahualcóyotl,30,7,27.44
Texcoco,30,7,52.98
Tlalpan,30,7,30.13
Tlalpan,30,7,12.89
Milpa Alta,30,7,17.46
Magdalena Contreras,30,7,27.17
Xochimilco,30,7,20.85
Gustavo A. Madero,30,7,44.2
Miguel Hidalgo,31,8,10.68
Gustavo A. Madero,31,8,9.38
Tlalpan,31,8,50.19
Cuauhtémoc,31,8,12.27
Tlalnepantla,31,8,0.52
Ecatepec,31,8,3.52
Cuajimalpa,31,8,43.8
Miguel Hidalgo,31,8,0.45
Nezahualcóyotl,31,8,12.89
Texcoco,31,8,15.77
Tlalpan,31,8,41.21
Tlalpan,31,8,26.84
Milpa Alta,31,8,18.06
Magdalena Contreras,31,8,51.29
Xochimilco,31,8,29.14
Gustavo A. Madero,31,8,8.38
Miguel Hidalgo,32,8,1.09
Gustavo A. Madero,32,8,10.98
Tlalpan,32,8,21.95
Cuauhtémoc,32,8,1.32
Tlalnepantla,32,8,6.59
Ecatepec,32,8,2.3
Cuajimalpa,32,8,90.9
Miguel Hidalgo,32,8,6.78
Nezahualcóyotl,32,8,4.39
Texcoco,32,8,26.24
Tlalpan,32,8,0.54
Tlalpan,32,8,13.67
Milpa Alta,32,8,0.84
Magdalena Contreras,32,8,12.74
Xochimilco,32,8,0.55
Gustavo A. Madero,32,8,4.39
Miguel Hidalgo,33,8,51.69
Gustavo A. Madero,33,8,11.97
Tlalpan,33,8,43.1
Cuauhtémoc,33,8,15.04
Tlalnepantla,33,8,32.43
Ecatepec,33,8,1.15
Cuajimalpa,33,8,61.66
Miguel Hidalgo,33,8,57.47
Nezahualcóyotl,33,8,3.19
Texcoco,33,8,0.52
Tlalpan,33,8,33.03
Tlalpan,33,8,33.43
Milpa Alta,33,8,7.08
Magdalena Contreras,33,8,22.87
Xochimilco,33,8,8.38
Gustavo A. Madero,33,8,10.68
Miguel Hidalgo,34,8,92.59
Gustavo A. Madero,34,8,107.61
Tlalpan,34,8,151.86
Cuauhtémoc,34,8,98.08
Tlalnepantla,34,8,102.39
Ecatepec,34,8,29.93
Cuajimalpa,34,8,115.74
Miguel Hidalgo,34,8,69.05
Nezahualcóyotl,34,8,29.01
Texcoco,34,8,22.57
Tlalpan,34,8,162.64
Tlalpan,34,8,96.99
Milpa Alta,34,8,79.62
Magdalena Contreras,34,8,11.51
Xochimilco,34,8,49.39
Gustavo A. Madero,34,8,69.65
Miguel Hidalgo,35,8,107.06
Gustavo A. Madero,35,8,88.4
Tlalpan,35,8,55.28
Cuauhtémoc,35,8,80.32
Tlalnepantla,35,8,78.43
Ecatepec,35,8,58.37
Cuajimalpa,35,8,78.93
Miguel Hidalgo,35,8,62.17
Nezahualcóyotl,35,8,102.27
Texcoco,35,8,15.04
Tlalpan,35,8,59.87
Tlalpan,35,8,95.69
Milpa Alta,35,8,89.8
Magdalena Contreras,35,8,57.87
Xochimilco,35,8,59.67
Gustavo A. Madero,35,8,90.1
Tlalpan,36,9,2.89
Cuauhtémoc,36,9,1.3
Tlalnepantla,36,9,3.09
Cuajimalpa,36,9,21.15
Miguel Hidalgo,36,9,1.6
Tlalpan,36,9,5.07
Tlalpan,36,9,12.47
Milpa Alta,36,9,2.2
Magdalena Contreras,36,9,19.96
Xochimilco,36,9,0.98
Gustavo A. Madero,36,9,0.66
Miguel Hidalgo,37,9,21.85
Gustavo A. Madero,37,9,8.98
Tlalpan,37,9,17.96
Cuauhtémoc,37,9,10.78
Tlalnepantla,37,9,19.46
Ecatepec,37,9,4.39
Cuajimalpa,37,9,77.23
Miguel Hidalgo,37,9,7.28
Nezahualcóyotl,37,9,2.99
Texcoco,37,9,7.28
Tlalpan,37,9,38.41
Tlalpan,37,9,22.55
Milpa Alta,37,9,23.25
Magdalena Contreras,37,9,0.3
Xochimilco,37,9,9.78
Gustavo A. Madero,37,9,8.38
Miguel Hidalgo,38,9,16.16
Gustavo A. Madero,38,9,4.69
Tlalpan,38,9,25.74
Tlalnepantla,38,9,1.52
Ecatepec,38,9,2
Cuajimalpa,38,9,72.15
Miguel Hidalgo,38,9,5.69
Nezahualcóyotl,38,9,2.92
Texcoco,38,9,11.77
Tlalpan,38,9,77.83
Tlalpan,38,9,21.85
Milpa Alta,38,9,11.08
Magdalena Contreras,38,9,5.22
Xochimilco,38,9,6.45
Gustavo A. Madero,38,9,3.07
Miguel Hidalgo,39,9,22.55
Tlalpan,39,9,0.31
Cuajimalpa,39,9,26.14
Miguel Hidalgo,39,9,6.69
Tlalpan,39,9,1.06
Tlalpan,39,9,3.38
Miguel Hidalgo,40,10,61.86
Gustavo A. Madero,40,10,92.1
Tlalpan,40,10,43.7
Cuauhtémoc,40,10,52.88
Tlalnepantla,40,10,58.37
Ecatepec,40,10,78.03
Cuajimalpa,40,10,56.47
Miguel Hidalgo,40,10,90.6
Nezahualcóyotl,40,10,31.63
Texcoco,40,10,24.65
Tlalpan,40,10,54.08
Tlalpan,40,10,45.4
Milpa Alta,40,10,19.56
Magdalena Contreras,40,10,18.88
Xochimilco,40,10,18.06
Gustavo A. Madero,40,10,61.96
Miguel Hidalgo,41,10,0.8
Gustavo A. Madero,41,10,48.49
Tlalpan,41,10,12.37
Cuauhtémoc,41,10,26.1
Tlalnepantla,41,10,20.45
Ecatepec,41,10,38.22
Cuajimalpa,41,10,15.47
Miguel Hidalgo,41,10,1.6
Nezahualcóyotl,41,10,12.59
Texcoco,41,10,15.17
Tlalpan,41,10,11.97
Tlalpan,41,10,22.55
Milpa Alta,41,10,15.2
Xochimilco,41,10,1.84
Gustavo A. Madero,41,10,48.59
Miguel Hidalgo,43,10,0.8
Cuajimalpa,43,10,44.1
